	value
17779	Universalism: objectivity
17780	Self-direction: thought
17781	Self-direction: action
17782	Stimulation
17783	Hedonism
17784	Achievement
17785	Power: dominance
17786	Power: resources
17787	Face
17788	Security: personal
17789	Security: societal
17790	Tradition
17791	Conformity: rules
17792	Conformity: interpersonal
17793	Humility
17794	Benevolence: caring
17795	Benevolence: dependability
17796	Universalism: concern
17797	Universalism: nature
17798	Universalism: tolerance
17799	Universalism: objectivity
17800	Self-direction: thought
17801	Self-direction: action
17802	Stimulation
17803	Hedonism
17804	Achievement
17805	Power: dominance
17806	Power: resources
17807	Face
17808	Security: personal
17809	Security: societal
17810	Tradition
17811	Conformity: rules
17812	Conformity: interpersonal
17813	Humility
17814	Benevolence: caring
17815	Benevolence: dependability
17816	Universalism: concern
17817	Universalism: nature
17818	Universalism: tolerance
17819	Universalism: objectivity
17820	Self-direction: thought
17821	Self-direction: action
17822	Stimulation
17823	Hedonism
17824	Achievement
17825	Power: dominance
17826	Power: resources
17827	Face
17828	Security: personal
17829	Security: societal
17830	Tradition
17831	Conformity: rules
17832	Conformity: interpersonal
17833	Humility
17834	Benevolence: caring
17835	Benevolence: dependability
17836	Universalism: concern
17837	Universalism: nature
17838	Universalism: tolerance
17839	Universalism: objectivity
17840	Self-direction: thought
17841	Self-direction: action
17842	Stimulation
17843	Hedonism
17844	Achievement
17845	Power: dominance
17846	Power: resources
17847	Face
17848	Security: personal
17849	Security: societal
17850	Tradition
17851	Conformity: rules
17852	Conformity: interpersonal
17853	Humility
17854	Benevolence: caring
17855	Benevolence: dependability
17856	Universalism: concern
17857	Universalism: nature
17858	Universalism: tolerance
17859	Universalism: objectivity
17860	Self-direction: thought
17861	Self-direction: action
17862	Stimulation
17863	Hedonism
17864	Achievement
17865	Power: dominance
17866	Power: resources
17867	Face
17868	Security: personal
17869	Security: societal
17870	Tradition
17871	Conformity: rules
17872	Conformity: interpersonal
17873	Humility
17874	Benevolence: caring
17875	Benevolence: dependability
17876	Universalism: concern
17877	Universalism: nature
17878	Universalism: tolerance
17879	Universalism: objectivity
17880	Self-direction: thought
17881	Self-direction: action
17882	Stimulation
17883	Hedonism
17884	Achievement
17885	Power: dominance
17886	Power: resources
17887	Face
17888	Security: personal
17889	Security: societal
17890	Tradition
17891	Conformity: rules
17892	Conformity: interpersonal
17893	Humility
17894	Benevolence: caring
17895	Benevolence: dependability
17896	Universalism: concern
17897	Universalism: nature
17898	Universalism: tolerance
17899	Universalism: objectivity
17900	Self-direction: thought
17901	Self-direction: action
17902	Stimulation
17903	Hedonism
17904	Achievement
17905	Power: dominance
17906	Power: resources
17907	Face
17908	Security: personal
17909	Security: societal
17910	Tradition
17911	Conformity: rules
17912	Conformity: interpersonal
17913	Humility
17914	Benevolence: caring
17915	Benevolence: dependability
17916	Universalism: concern
17917	Universalism: nature
17918	Universalism: tolerance
17919	Universalism: objectivity
17920	Self-direction: thought
17921	Self-direction: action
17922	Stimulation
17923	Hedonism
17924	Achievement
17925	Power: dominance
17926	Power: resources
17927	Face
17928	Security: personal
17929	Security: societal
17930	Tradition
17931	Conformity: rules
17932	Conformity: interpersonal
17933	Humility
17934	Benevolence: caring
17935	Benevolence: dependability
17936	Universalism: concern
17937	Universalism: nature
17938	Universalism: tolerance
17939	Universalism: objectivity
17940	Self-direction: thought
17941	Self-direction: action
17942	Stimulation
17943	Hedonism
17944	Achievement
17945	Power: dominance
17946	Power: resources
17947	Face
17948	Security: personal
17949	Security: societal
17950	Tradition
17951	Conformity: rules
17952	Conformity: interpersonal
17953	Humility
17954	Benevolence: caring
17955	Benevolence: dependability
17956	Universalism: concern
17957	Universalism: nature
17958	Universalism: tolerance
17959	Universalism: objectivity
17960	Self-direction: thought
17961	Self-direction: action
17962	Stimulation
17963	Hedonism
17964	Achievement
17965	Power: dominance
17966	Power: resources
17967	Face
17968	Security: personal
17969	Security: societal
17970	Tradition
17971	Conformity: rules
17972	Conformity: interpersonal
17973	Humility
17974	Benevolence: caring
17975	Benevolence: dependability
17976	Universalism: concern
17977	Universalism: nature
17978	Universalism: tolerance
17979	Universalism: objectivity
17980	Self-direction: thought
17981	Self-direction: action
17982	Stimulation
17983	Hedonism
17984	Achievement
17985	Power: dominance
17986	Power: resources
17987	Face
17988	Security: personal
17989	Security: societal
17990	Tradition
17991	Conformity: rules
17992	Conformity: interpersonal
17993	Humility
17994	Benevolence: caring
17995	Benevolence: dependability
17996	Universalism: concern
17997	Universalism: nature
17998	Universalism: tolerance
17999	Universalism: objectivity
18000	Self-direction: thought
18001	Self-direction: action
18002	Stimulation
18003	Hedonism
18004	Achievement
18005	Power: dominance
18006	Power: resources
18007	Face
18008	Security: personal
18009	Security: societal
18010	Tradition
18011	Conformity: rules
18012	Conformity: interpersonal
18013	Humility
18014	Benevolence: caring
18015	Benevolence: dependability
18016	Universalism: concern
18017	Universalism: nature
18018	Universalism: tolerance
18019	Universalism: objectivity
18020	Self-direction: thought
18021	Self-direction: action
18022	Stimulation
18023	Hedonism
18024	Achievement
18025	Power: dominance
18026	Power: resources
18027	Face
18028	Security: personal
18029	Security: societal
18030	Tradition
18031	Conformity: rules
18032	Conformity: interpersonal
18033	Humility
18034	Benevolence: caring
18035	Benevolence: dependability
18036	Universalism: concern
18037	Universalism: nature
18038	Universalism: tolerance
18039	Universalism: objectivity
18040	Self-direction: thought
18041	Self-direction: action
18042	Stimulation
18043	Hedonism
18044	Achievement
18045	Power: dominance
18046	Power: resources
18047	Face
18048	Security: personal
18049	Security: societal
18050	Tradition
18051	Conformity: rules
18052	Conformity: interpersonal
18053	Humility
18054	Benevolence: caring
18055	Benevolence: dependability
18056	Universalism: concern
18057	Universalism: nature
18058	Universalism: tolerance
18059	Universalism: objectivity
18060	Self-direction: thought
18061	Self-direction: action
18062	Stimulation
18063	Hedonism
18064	Achievement
18065	Power: dominance
18066	Power: resources
18067	Face
18068	Security: personal
18069	Security: societal
18070	Tradition
18071	Conformity: rules
18072	Conformity: interpersonal
18073	Humility
18074	Benevolence: caring
18075	Benevolence: dependability
18076	Universalism: concern
18077	Universalism: nature
18078	Universalism: tolerance
18079	Universalism: objectivity
18080	Self-direction: thought
18081	Self-direction: action
18082	Stimulation
18083	Hedonism
18084	Achievement
18085	Power: dominance
18086	Power: resources
18087	Face
18088	Security: personal
18089	Security: societal
18090	Tradition
18091	Conformity: rules
18092	Conformity: interpersonal
18093	Humility
18094	Benevolence: caring
18095	Benevolence: dependability
18096	Universalism: concern
18097	Universalism: nature
18098	Universalism: tolerance
18099	Universalism: objectivity
18100	Self-direction: thought
18101	Self-direction: action
18102	Stimulation
18103	Hedonism
18104	Achievement
18105	Power: dominance
18106	Power: resources
18107	Face
18108	Security: personal
18109	Security: societal
18110	Tradition
18111	Conformity: rules
18112	Conformity: interpersonal
18113	Humility
18114	Benevolence: caring
18115	Benevolence: dependability
18116	Universalism: concern
18117	Universalism: nature
18118	Universalism: tolerance
18119	Universalism: objectivity
18120	Self-direction: thought
18121	Self-direction: action
18122	Stimulation
18123	Hedonism
18124	Achievement
18125	Power: dominance
18126	Power: resources
18127	Face
18128	Security: personal
18129	Security: societal
18130	Tradition
18131	Conformity: rules
18132	Conformity: interpersonal
18133	Humility
18134	Benevolence: caring
18135	Benevolence: dependability
18136	Universalism: concern
18137	Universalism: nature
18138	Universalism: tolerance
18139	Universalism: objectivity
18140	Self-direction: thought
18141	Self-direction: action
18142	Stimulation
18143	Hedonism
18144	Achievement
18145	Power: dominance
18146	Power: resources
18147	Face
18148	Security: personal
18149	Security: societal
18150	Tradition
18151	Conformity: rules
18152	Conformity: interpersonal
18153	Humility
18154	Benevolence: caring
18155	Benevolence: dependability
18156	Universalism: concern
18157	Universalism: nature
18158	Universalism: tolerance
18159	Universalism: objectivity
18160	Self-direction: thought
18161	Self-direction: action
18162	Stimulation
18163	Hedonism
18164	Achievement
18165	Power: dominance
18166	Power: resources
18167	Face
18168	Security: personal
18169	Security: societal
18170	Tradition
18171	Conformity: rules
18172	Conformity: interpersonal
18173	Humility
18174	Benevolence: caring
18175	Benevolence: dependability
18176	Universalism: concern
18177	Universalism: nature
18178	Universalism: tolerance
18179	Universalism: objectivity
18180	Self-direction: thought
18181	Self-direction: action
18182	Stimulation
18183	Hedonism
18184	Achievement
18185	Power: dominance
18186	Power: resources
18187	Face
18188	Security: personal
18189	Security: societal
18190	Tradition
18191	Conformity: rules
18192	Conformity: interpersonal
18193	Humility
18194	Benevolence: caring
18195	Benevolence: dependability
18196	Universalism: concern
18197	Universalism: nature
18198	Universalism: tolerance
18199	Universalism: objectivity
18200	Self-direction: thought
18201	Self-direction: action
18202	Stimulation
18203	Hedonism
18204	Achievement
18205	Power: dominance
18206	Power: resources
18207	Face
18208	Security: personal
18209	Security: societal
18210	Tradition
18211	Conformity: rules
18212	Conformity: interpersonal
18213	Humility
18214	Benevolence: caring
18215	Benevolence: dependability
18216	Universalism: concern
18217	Universalism: nature
18218	Universalism: tolerance
18219	Universalism: objectivity
18220	Self-direction: thought
18221	Self-direction: action
18222	Stimulation
18223	Hedonism
18224	Achievement
18225	Power: dominance
18226	Power: resources
18227	Face
18228	Security: personal
18229	Security: societal
18230	Tradition
18231	Conformity: rules
18232	Conformity: interpersonal
18233	Humility
18234	Benevolence: caring
18235	Benevolence: dependability
18236	Universalism: concern
18237	Universalism: nature
18238	Universalism: tolerance
18239	Universalism: objectivity
18240	Self-direction: thought
18241	Self-direction: action
18242	Stimulation
18243	Hedonism
18244	Achievement
18245	Power: dominance
18246	Power: resources
18247	Face
18248	Security: personal
18249	Security: societal
18250	Tradition
18251	Conformity: rules
18252	Conformity: interpersonal
18253	Humility
18254	Benevolence: caring
18255	Benevolence: dependability
18256	Universalism: concern
18257	Universalism: nature
18258	Universalism: tolerance
18259	Universalism: objectivity
18260	Self-direction: thought
18261	Self-direction: action
18262	Stimulation
18263	Hedonism
18264	Achievement
18265	Power: dominance
18266	Power: resources
18267	Face
18268	Security: personal
18269	Security: societal
18270	Tradition
18271	Conformity: rules
18272	Conformity: interpersonal
18273	Humility
18274	Benevolence: caring
18275	Benevolence: dependability
18276	Universalism: concern
18277	Universalism: nature
18278	Universalism: tolerance
18279	Universalism: objectivity
18280	Self-direction: thought
18281	Self-direction: action
18282	Stimulation
18283	Hedonism
18284	Achievement
18285	Power: dominance
18286	Power: resources
18287	Face
18288	Security: personal
18289	Security: societal
18290	Tradition
18291	Conformity: rules
18292	Conformity: interpersonal
18293	Humility
18294	Benevolence: caring
18295	Benevolence: dependability
18296	Universalism: concern
18297	Universalism: nature
18298	Universalism: tolerance
18299	Universalism: objectivity
18300	Self-direction: thought
18301	Self-direction: action
18302	Stimulation
18303	Hedonism
18304	Achievement
18305	Power: dominance
18306	Power: resources
18307	Face
18308	Security: personal
18309	Security: societal
18310	Tradition
18311	Conformity: rules
18312	Conformity: interpersonal
18313	Humility
18314	Benevolence: caring
18315	Benevolence: dependability
18316	Universalism: concern
18317	Universalism: nature
18318	Universalism: tolerance
18319	Universalism: objectivity
18320	Self-direction: thought
18321	Self-direction: action
18322	Stimulation
18323	Hedonism
18324	Achievement
18325	Power: dominance
18326	Power: resources
18327	Face
18328	Security: personal
18329	Security: societal
18330	Tradition
18331	Conformity: rules
18332	Conformity: interpersonal
18333	Humility
18334	Benevolence: caring
18335	Benevolence: dependability
18336	Universalism: concern
18337	Universalism: nature
18338	Universalism: tolerance
18339	Universalism: objectivity
18340	Self-direction: thought
18341	Self-direction: action
18342	Stimulation
18343	Hedonism
18344	Achievement
18345	Power: dominance
18346	Power: resources
18347	Face
18348	Security: personal
18349	Security: societal
18350	Tradition
18351	Conformity: rules
18352	Conformity: interpersonal
18353	Humility
18354	Benevolence: caring
18355	Benevolence: dependability
18356	Universalism: concern
18357	Universalism: nature
18358	Universalism: tolerance
18359	Universalism: objectivity
18360	Self-direction: thought
18361	Self-direction: action
18362	Stimulation
18363	Hedonism
18364	Achievement
18365	Power: dominance
18366	Power: resources
18367	Face
18368	Security: personal
18369	Security: societal
18370	Tradition
18371	Conformity: rules
18372	Conformity: interpersonal
18373	Humility
18374	Benevolence: caring
18375	Benevolence: dependability
18376	Universalism: concern
18377	Universalism: nature
18378	Universalism: tolerance
18379	Universalism: objectivity
18380	Self-direction: thought
18381	Self-direction: action
18382	Stimulation
18383	Hedonism
18384	Achievement
18385	Power: dominance
18386	Power: resources
18387	Face
18388	Security: personal
18389	Security: societal
18390	Tradition
18391	Conformity: rules
18392	Conformity: interpersonal
18393	Humility
18394	Benevolence: caring
18395	Benevolence: dependability
18396	Universalism: concern
18397	Universalism: nature
18398	Universalism: tolerance
18399	Universalism: objectivity
18400	Self-direction: thought
18401	Self-direction: action
18402	Stimulation
18403	Hedonism
18404	Achievement
18405	Power: dominance
18406	Power: resources
18407	Face
18408	Security: personal
18409	Security: societal
18410	Tradition
18411	Conformity: rules
18412	Conformity: interpersonal
18413	Humility
18414	Benevolence: caring
18415	Benevolence: dependability
18416	Universalism: concern
18417	Universalism: nature
18418	Universalism: tolerance
18419	Universalism: objectivity
18420	Self-direction: thought
18421	Self-direction: action
18422	Stimulation
18423	Hedonism
18424	Achievement
18425	Power: dominance
18426	Power: resources
18427	Face
18428	Security: personal
18429	Security: societal
18430	Tradition
18431	Conformity: rules
18432	Conformity: interpersonal
18433	Humility
18434	Benevolence: caring
18435	Benevolence: dependability
18436	Universalism: concern
18437	Universalism: nature
18438	Universalism: tolerance
18439	Universalism: objectivity
18440	Self-direction: thought
18441	Self-direction: action
18442	Stimulation
18443	Hedonism
18444	Achievement
18445	Power: dominance
18446	Power: resources
18447	Face
18448	Security: personal
18449	Security: societal
18450	Tradition
18451	Conformity: rules
18452	Conformity: interpersonal
18453	Humility
18454	Benevolence: caring
18455	Benevolence: dependability
18456	Universalism: concern
18457	Universalism: nature
18458	Universalism: tolerance
18459	Universalism: objectivity
18460	Self-direction: thought
18461	Self-direction: action
18462	Stimulation
18463	Hedonism
18464	Achievement
18465	Power: dominance
18466	Power: resources
18467	Face
18468	Security: personal
18469	Security: societal
18470	Tradition
18471	Conformity: rules
18472	Conformity: interpersonal
18473	Humility
18474	Benevolence: caring
18475	Benevolence: dependability
18476	Universalism: concern
18477	Universalism: nature
18478	Universalism: tolerance
18479	Universalism: objectivity
18480	Self-direction: thought
18481	Self-direction: action
18482	Stimulation
18483	Hedonism
18484	Achievement
18485	Power: dominance
18486	Power: resources
18487	Face
18488	Security: personal
18489	Security: societal
18490	Tradition
18491	Conformity: rules
18492	Conformity: interpersonal
18493	Humility
18494	Benevolence: caring
18495	Benevolence: dependability
18496	Universalism: concern
18497	Universalism: nature
18498	Universalism: tolerance
18499	Universalism: objectivity
18500	Self-direction: thought
18501	Self-direction: action
18502	Stimulation
18503	Hedonism
18504	Achievement
18505	Power: dominance
18506	Power: resources
18507	Face
18508	Security: personal
18509	Security: societal
18510	Tradition
18511	Conformity: rules
18512	Conformity: interpersonal
18513	Humility
18514	Benevolence: caring
18515	Benevolence: dependability
18516	Universalism: concern
18517	Universalism: nature
18518	Universalism: tolerance
18519	Universalism: objectivity
18520	Self-direction: thought
18521	Self-direction: action
18522	Stimulation
18523	Hedonism
18524	Achievement
18525	Power: dominance
18526	Power: resources
18527	Face
18528	Security: personal
18529	Security: societal
18530	Tradition
18531	Conformity: rules
18532	Conformity: interpersonal
18533	Humility
18534	Benevolence: caring
18535	Benevolence: dependability
18536	Universalism: concern
18537	Universalism: nature
18538	Universalism: tolerance
18539	Universalism: objectivity
18540	Self-direction: thought
18541	Self-direction: action
18542	Stimulation
18543	Hedonism
18544	Achievement
18545	Power: dominance
18546	Power: resources
18547	Face
18548	Security: personal
18549	Security: societal
18550	Tradition
18551	Conformity: rules
18552	Conformity: interpersonal
18553	Humility
18554	Benevolence: caring
18555	Benevolence: dependability
18556	Universalism: concern
18557	Universalism: nature
18558	Universalism: tolerance
18559	Universalism: objectivity
18560	Self-direction: thought
18561	Self-direction: action
18562	Stimulation
18563	Hedonism
18564	Achievement
18565	Power: dominance
18566	Power: resources
18567	Face
18568	Security: personal
18569	Security: societal
18570	Tradition
18571	Conformity: rules
18572	Conformity: interpersonal
18573	Humility
18574	Benevolence: caring
18575	Benevolence: dependability
18576	Universalism: concern
18577	Universalism: nature
18578	Universalism: tolerance
18579	Universalism: objectivity
18580	Self-direction: thought
18581	Self-direction: action
18582	Stimulation
18583	Hedonism
18584	Achievement
18585	Power: dominance
18586	Power: resources
18587	Face
18588	Security: personal
18589	Security: societal
18590	Tradition
18591	Conformity: rules
18592	Conformity: interpersonal
18593	Humility
18594	Benevolence: caring
18595	Benevolence: dependability
18596	Universalism: concern
18597	Universalism: nature
18598	Universalism: tolerance
18599	Universalism: objectivity
18600	Self-direction: thought
18601	Self-direction: action
18602	Stimulation
18603	Hedonism
18604	Achievement
18605	Power: dominance
18606	Power: resources
18607	Face
18608	Security: personal
18609	Security: societal
18610	Tradition
18611	Conformity: rules
18612	Conformity: interpersonal
18613	Humility
18614	Benevolence: caring
18615	Benevolence: dependability
18616	Universalism: concern
18617	Universalism: nature
18618	Universalism: tolerance
18619	Universalism: objectivity
18620	Self-direction: thought
18621	Self-direction: action
18622	Stimulation
18623	Hedonism
18624	Achievement
18625	Power: dominance
18626	Power: resources
18627	Face
18628	Security: personal
18629	Security: societal
18630	Tradition
18631	Conformity: rules
18632	Conformity: interpersonal
18633	Humility
18634	Benevolence: caring
18635	Benevolence: dependability
18636	Universalism: concern
18637	Universalism: nature
18638	Universalism: tolerance
18639	Universalism: objectivity
18640	Self-direction: thought
18641	Self-direction: action
18642	Stimulation
18643	Hedonism
18644	Achievement
18645	Power: dominance
18646	Power: resources
18647	Face
18648	Security: personal
18649	Security: societal
18650	Tradition
18651	Conformity: rules
18652	Conformity: interpersonal
18653	Humility
18654	Benevolence: caring
18655	Benevolence: dependability
18656	Universalism: concern
18657	Universalism: nature
18658	Universalism: tolerance
18659	Universalism: objectivity
18660	Self-direction: thought
18661	Self-direction: action
18662	Stimulation
18663	Hedonism
18664	Achievement
18665	Power: dominance
18666	Power: resources
18667	Face
18668	Security: personal
18669	Security: societal
18670	Tradition
18671	Conformity: rules
18672	Conformity: interpersonal
18673	Humility
18674	Benevolence: caring
18675	Benevolence: dependability
18676	Universalism: concern
18677	Universalism: nature
18678	Universalism: tolerance
18679	Universalism: objectivity
18680	Self-direction: thought
18681	Self-direction: action
18682	Stimulation
18683	Hedonism
18684	Achievement
18685	Power: dominance
18686	Power: resources
18687	Face
18688	Security: personal
18689	Security: societal
18690	Tradition
18691	Conformity: rules
18692	Conformity: interpersonal
18693	Humility
18694	Benevolence: caring
18695	Benevolence: dependability
18696	Universalism: concern
18697	Universalism: nature
18698	Universalism: tolerance
18699	Universalism: objectivity
18700	Self-direction: thought
18701	Self-direction: action
18702	Stimulation
18703	Hedonism
18704	Achievement
18705	Power: dominance
18706	Power: resources
18707	Face
18708	Security: personal
18709	Security: societal
18710	Tradition
18711	Conformity: rules
18712	Conformity: interpersonal
18713	Humility
18714	Benevolence: caring
18715	Benevolence: dependability
18716	Universalism: concern
18717	Universalism: nature
18718	Universalism: tolerance
18719	Universalism: objectivity
18720	Self-direction: thought
18721	Self-direction: action
18722	Stimulation
18723	Hedonism
18724	Achievement
18725	Power: dominance
18726	Power: resources
18727	Face
18728	Security: personal
18729	Security: societal
18730	Tradition
18731	Conformity: rules
18732	Conformity: interpersonal
18733	Humility
18734	Benevolence: caring
18735	Benevolence: dependability
18736	Universalism: concern
18737	Universalism: nature
18738	Universalism: tolerance
18739	Universalism: objectivity
18740	Self-direction: thought
18741	Self-direction: action
18742	Stimulation
18743	Hedonism
18744	Achievement
18745	Power: dominance
18746	Power: resources
18747	Face
18748	Security: personal
18749	Security: societal
18750	Tradition
18751	Conformity: rules
18752	Conformity: interpersonal
18753	Humility
18754	Benevolence: caring
18755	Benevolence: dependability
18756	Universalism: concern
18757	Universalism: nature
18758	Universalism: tolerance
18759	Universalism: objectivity
18760	Self-direction: thought
18761	Self-direction: action
18762	Stimulation
18763	Hedonism
18764	Achievement
18765	Power: dominance
18766	Power: resources
18767	Face
18768	Security: personal
18769	Security: societal
18770	Tradition
18771	Conformity: rules
18772	Conformity: interpersonal
18773	Humility
18774	Benevolence: caring
18775	Benevolence: dependability
18776	Universalism: concern
18777	Universalism: nature
18778	Universalism: tolerance
18779	Universalism: objectivity
18780	Self-direction: thought
18781	Self-direction: action
18782	Stimulation
18783	Hedonism
18784	Achievement
18785	Power: dominance
18786	Power: resources
18787	Face
18788	Security: personal
18789	Security: societal
18790	Tradition
18791	Conformity: rules
18792	Conformity: interpersonal
18793	Humility
18794	Benevolence: caring
18795	Benevolence: dependability
18796	Universalism: concern
18797	Universalism: nature
18798	Universalism: tolerance
18799	Universalism: objectivity
18800	Self-direction: thought
18801	Self-direction: action
18802	Stimulation
18803	Hedonism
18804	Achievement
18805	Power: dominance
18806	Power: resources
18807	Face
18808	Security: personal
18809	Security: societal
18810	Tradition
18811	Conformity: rules
18812	Conformity: interpersonal
18813	Humility
18814	Benevolence: caring
18815	Benevolence: dependability
18816	Universalism: concern
18817	Universalism: nature
18818	Universalism: tolerance
18819	Universalism: objectivity
18820	Self-direction: thought
18821	Self-direction: action
18822	Stimulation
18823	Hedonism
18824	Achievement
18825	Power: dominance
18826	Power: resources
18827	Face
18828	Security: personal
18829	Security: societal
18830	Tradition
18831	Conformity: rules
18832	Conformity: interpersonal
18833	Humility
18834	Benevolence: caring
18835	Benevolence: dependability
18836	Universalism: concern
18837	Universalism: nature
18838	Universalism: tolerance
18839	Universalism: objectivity
18840	Self-direction: thought
18841	Self-direction: action
18842	Stimulation
18843	Hedonism
18844	Achievement
18845	Power: dominance
18846	Power: resources
18847	Face
18848	Security: personal
18849	Security: societal
18850	Tradition
18851	Conformity: rules
18852	Conformity: interpersonal
18853	Humility
18854	Benevolence: caring
18855	Benevolence: dependability
18856	Universalism: concern
18857	Universalism: nature
18858	Universalism: tolerance
18859	Universalism: objectivity
18860	Self-direction: thought
18861	Self-direction: action
18862	Stimulation
18863	Hedonism
18864	Achievement
18865	Power: dominance
18866	Power: resources
18867	Face
18868	Security: personal
18869	Security: societal
18870	Tradition
18871	Conformity: rules
18872	Conformity: interpersonal
18873	Humility
18874	Benevolence: caring
18875	Benevolence: dependability
18876	Universalism: concern
18877	Universalism: nature
18878	Universalism: tolerance
18879	Universalism: objectivity
18880	Self-direction: thought
18881	Self-direction: action
18882	Stimulation
18883	Hedonism
18884	Achievement
18885	Power: dominance
18886	Power: resources
18887	Face
18888	Security: personal
18889	Security: societal
18890	Tradition
18891	Conformity: rules
18892	Conformity: interpersonal
18893	Humility
18894	Benevolence: caring
18895	Benevolence: dependability
18896	Universalism: concern
18897	Universalism: nature
18898	Universalism: tolerance
18899	Universalism: objectivity
18900	Self-direction: thought
18901	Self-direction: action
18902	Stimulation
18903	Hedonism
18904	Achievement
18905	Power: dominance
18906	Power: resources
18907	Face
18908	Security: personal
18909	Security: societal
18910	Tradition
18911	Conformity: rules
18912	Conformity: interpersonal
18913	Humility
18914	Benevolence: caring
18915	Benevolence: dependability
18916	Universalism: concern
18917	Universalism: nature
18918	Universalism: tolerance
18919	Universalism: objectivity
18920	Self-direction: thought
18921	Self-direction: action
18922	Stimulation
18923	Hedonism
18924	Achievement
18925	Power: dominance
18926	Power: resources
18927	Face
18928	Security: personal
18929	Security: societal
18930	Tradition
18931	Conformity: rules
18932	Conformity: interpersonal
18933	Humility
18934	Benevolence: caring
18935	Benevolence: dependability
18936	Universalism: concern
18937	Universalism: nature
18938	Universalism: tolerance
18939	Universalism: objectivity
18940	Self-direction: thought
18941	Self-direction: action
18942	Stimulation
18943	Hedonism
18944	Achievement
18945	Power: dominance
18946	Power: resources
18947	Face
18948	Security: personal
18949	Security: societal
18950	Tradition
18951	Conformity: rules
18952	Conformity: interpersonal
18953	Humility
18954	Benevolence: caring
18955	Benevolence: dependability
18956	Universalism: concern
18957	Universalism: nature
18958	Universalism: tolerance
18959	Universalism: objectivity
18960	Self-direction: thought
18961	Self-direction: action
18962	Stimulation
18963	Hedonism
18964	Achievement
18965	Power: dominance
18966	Power: resources
18967	Face
18968	Security: personal
18969	Security: societal
18970	Tradition
18971	Conformity: rules
18972	Conformity: interpersonal
18973	Humility
18974	Benevolence: caring
18975	Benevolence: dependability
18976	Universalism: concern
18977	Universalism: nature
18978	Universalism: tolerance
18979	Universalism: objectivity
18980	Self-direction: thought
18981	Self-direction: action
18982	Stimulation
18983	Hedonism
18984	Achievement
18985	Power: dominance
18986	Power: resources
18987	Face
18988	Security: personal
18989	Security: societal
18990	Tradition
18991	Conformity: rules
18992	Conformity: interpersonal
18993	Humility
18994	Benevolence: caring
18995	Benevolence: dependability
18996	Universalism: concern
18997	Universalism: nature
18998	Universalism: tolerance
18999	Universalism: objectivity
19000	Self-direction: thought
19001	Self-direction: action
19002	Stimulation
19003	Hedonism
19004	Achievement
19005	Power: dominance
19006	Power: resources
19007	Face
19008	Security: personal
19009	Security: societal
19010	Tradition
19011	Conformity: rules
19012	Conformity: interpersonal
19013	Humility
19014	Benevolence: caring
19015	Benevolence: dependability
19016	Universalism: concern
19017	Universalism: nature
19018	Universalism: tolerance
19019	Universalism: objectivity
19020	Self-direction: thought
19021	Self-direction: action
19022	Stimulation
19023	Hedonism
19024	Achievement
19025	Power: dominance
19026	Power: resources
19027	Face
19028	Security: personal
19029	Security: societal
19030	Tradition
19031	Conformity: rules
19032	Conformity: interpersonal
19033	Humility
19034	Benevolence: caring
19035	Benevolence: dependability
19036	Universalism: concern
19037	Universalism: nature
19038	Universalism: tolerance
19039	Universalism: objectivity
19040	Self-direction: thought
19041	Self-direction: action
19042	Stimulation
19043	Hedonism
19044	Achievement
19045	Power: dominance
19046	Power: resources
19047	Face
19048	Security: personal
19049	Security: societal
19050	Tradition
19051	Conformity: rules
19052	Conformity: interpersonal
19053	Humility
19054	Benevolence: caring
19055	Benevolence: dependability
19056	Universalism: concern
19057	Universalism: nature
19058	Universalism: tolerance
19059	Universalism: objectivity
19060	Self-direction: thought
19061	Self-direction: action
19062	Stimulation
19063	Hedonism
19064	Achievement
19065	Power: dominance
19066	Power: resources
19067	Face
19068	Security: personal
19069	Security: societal
19070	Tradition
19071	Conformity: rules
19072	Conformity: interpersonal
19073	Humility
19074	Benevolence: caring
19075	Benevolence: dependability
19076	Universalism: concern
19077	Universalism: nature
19078	Universalism: tolerance
19079	Universalism: objectivity
19080	Self-direction: thought
19081	Self-direction: action
19082	Stimulation
19083	Hedonism
19084	Achievement
19085	Power: dominance
19086	Power: resources
19087	Face
19088	Security: personal
19089	Security: societal
19090	Tradition
19091	Conformity: rules
19092	Conformity: interpersonal
19093	Humility
19094	Benevolence: caring
19095	Benevolence: dependability
19096	Universalism: concern
19097	Universalism: nature
19098	Universalism: tolerance
19099	Universalism: objectivity
19100	Self-direction: thought
19101	Self-direction: action
19102	Stimulation
19103	Hedonism
19104	Achievement
19105	Power: dominance
19106	Power: resources
19107	Face
19108	Security: personal
19109	Security: societal
19110	Tradition
19111	Conformity: rules
19112	Conformity: interpersonal
19113	Humility
19114	Benevolence: caring
19115	Benevolence: dependability
19116	Universalism: concern
19117	Universalism: nature
19118	Universalism: tolerance
19119	Universalism: objectivity
19120	Self-direction: thought
19121	Self-direction: action
19122	Stimulation
19123	Hedonism
19124	Achievement
19125	Power: dominance
19126	Power: resources
19127	Face
19128	Security: personal
19129	Security: societal
19130	Tradition
19131	Conformity: rules
19132	Conformity: interpersonal
19133	Humility
19134	Benevolence: caring
19135	Benevolence: dependability
19136	Universalism: concern
19137	Universalism: nature
19138	Universalism: tolerance
19139	Universalism: objectivity
19140	Self-direction: thought
19141	Self-direction: action
19142	Stimulation
19143	Hedonism
